4.608602e+001	1.155591e+002
5.194189e+001	9.872343e+001
6.804554e+001	9.433152e+001
8.158724e+001	9.689347e+001
8.268522e+001	1.016514e+002
7.426740e+001	1.009194e+002
6.438562e+001	9.982140e+001
5.560181e+001	1.042133e+002
4.023015e+001	4.382463e+001
3.071436e+001	8.481573e+001
3.181234e+001	1.228789e+002
3.144634e+001	1.587461e+002
3.876618e+001	1.968093e+002
5.999372e+001	2.198668e+002
1.112326e+002	2.425583e+002
1.441719e+002	2.392643e+002
1.686933e+002	2.187688e+002
1.774771e+002	1.949793e+002
1.811371e+002	1.576481e+002
1.785751e+002	1.225129e+002
1.653994e+002	7.237201e+001
1.584456e+002	4.272666e+001
1.339241e+002	2.369507e+001
7.390141e+001	2.332908e+001
1.148925e+002	1.049453e+002
1.174545e+002	9.835744e+001
1.331921e+002	9.359954e+001
1.492958e+002	9.359954e+001
1.588115e+002	9.908942e+001
1.496617e+002	1.005534e+002
1.357541e+002	1.001874e+002
1.266043e+002	1.005534e+002
9.915486e+001	1.155591e+002
1.028148e+002	1.338587e+002
1.013612e+002	1.456354e+002
8.963907e+001	1.569162e+002
9.769089e+001	1.660659e+002
1.002528e+002	1.602101e+002
1.130626e+002	1.653340e+002
1.236763e+002	1.580141e+002
1.284342e+002	1.616740e+002
1.331921e+002	1.514263e+002
1.229443e+002	1.452044e+002
1.163565e+002	1.320287e+002
1.119646e+002	1.144611e+002
6.255566e+001	1.228789e+002
6.584959e+001	1.177550e+002
7.390141e+001	1.137291e+002
8.231923e+001	1.151931e+002
8.817510e+001	1.188530e+002
8.268522e+001	1.228789e+002
7.646336e+001	1.254408e+002
6.950951e+001	1.247089e+002
1.221241e+002	1.166674e+002
1.284342e+002	1.108012e+002
1.346561e+002	1.082392e+002
1.416099e+002	1.082392e+002
1.467338e+002	1.129971e+002
1.438059e+002	1.166570e+002
1.386820e+002	1.184870e+002
1.302642e+002	1.188530e+002
8.671113e+001	1.876595e+002
1.101346e+002	1.850975e+002
1.178204e+002	1.850975e+002
1.251403e+002	1.829016e+002
1.430739e+002	1.818036e+002
1.353881e+002	1.839996e+002
1.236763e+002	1.869275e+002
1.108666e+002	1.880255e+002
1.002528e+002	1.883915e+002
1.119646e+002	1.953453e+002
1.277022e+002	1.931494e+002
1.430739e+002	1.832676e+002
1.288002e+002	1.887575e+002
1.185524e+002	1.905874e+002
1.101346e+002	1.913194e+002
8.854109e+001	1.898554e+002
