4.082561e+01	1.084388e+02
4.836549e+01	8.755918e+01
6.576520e+01	8.523921e+01
8.374491e+01	8.813917e+01
8.606487e+01	9.683903e+01
7.852500e+01	9.741902e+01
6.286525e+01	9.683903e+01
5.358540e+01	9.857900e+01
4.836549e+01	2.956012e+01
2.516586e+01	6.783950e+01
2.516586e+01	1.188787e+02
3.096577e+01	1.716578e+02
3.792566e+01	2.023973e+02
5.532537e+01	2.244370e+02
8.220334e+01	2.463920e+02
1.208643e+02	2.464766e+02
1.565221e+02	2.307309e+02
1.788634e+02	1.965974e+02
1.823433e+02	1.693378e+02
1.852433e+02	1.101788e+02
1.811833e+02	5.855965e+01
1.626236e+02	3.420004e+01
1.353641e+02	1.854030e+01
7.504505e+01	1.506035e+01
1.139044e+02	9.625903e+01
1.121644e+02	8.523921e+01
1.475439e+02	7.711935e+01
1.632036e+02	8.697919e+01
1.666836e+02	1.026389e+02
1.568237e+02	9.219910e+01
1.458039e+02	8.813917e+01
1.324641e+02	9.045913e+01
9.012481e+01	1.037989e+02
8.954482e+01	1.171387e+02
8.548488e+01	1.322185e+02
7.678502e+01	1.414983e+02
7.968498e+01	1.548381e+02
8.954482e+01	1.501982e+02
1.011446e+02	1.577380e+02
1.144844e+02	1.478782e+02
1.255042e+02	1.507781e+02
1.237643e+02	1.351184e+02
1.168044e+02	1.275785e+02
1.133244e+02	1.153987e+02
1.127444e+02	1.032189e+02
5.300541e+01	1.078588e+02
5.880532e+01	1.037989e+02
7.214510e+01	1.008990e+02
7.794500e+01	1.032189e+02
8.606487e+01	1.072789e+02
7.736501e+01	1.101788e+02
6.808516e+01	1.119188e+02
5.893076e+01	1.118841e+02
1.226546e+02	1.061429e+02
1.278242e+02	9.799901e+01
1.359441e+02	9.509905e+01
1.458039e+02	9.799901e+01
1.516038e+02	1.055389e+02
1.487039e+02	1.066989e+02
1.382640e+02	1.090188e+02
1.288924e+02	1.077187e+02
6.460522e+01	1.751378e+02
8.722485e+01	1.664379e+02
1.011446e+02	1.681779e+02
1.191243e+02	1.675979e+02
1.376840e+02	1.757177e+02
1.202843e+02	1.733978e+02
1.086845e+02	1.733978e+02
9.534472e+01	1.745578e+02
8.316492e+01	1.733978e+02
7.910499e+01	1.942774e+02
1.208643e+02	1.942774e+02
1.359441e+02	1.791977e+02
1.214443e+02	1.855776e+02
1.011446e+02	1.867376e+02
8.316492e+01	1.855776e+02
6.634519e+01	1.786177e+02
