1.053613e+001	1.015003e+002
2.037719e+001	9.329940e+001
3.103833e+001	9.657975e+001
4.128943e+001	1.006802e+002
4.949031e+001	1.080610e+002
3.677895e+001	1.035505e+002
2.939815e+001	1.015003e+002
2.078723e+001	9.945005e+001
3.144837e+001	5.147491e+001
1.668679e+001	7.976794e+001
1.832697e+001	1.076509e+002
2.078723e+001	1.597265e+002
3.677895e+001	1.908899e+002
5.277066e+001	2.187728e+002
7.409295e+001	2.470659e+002
1.134572e+002	2.466558e+002
1.428394e+002	2.342029e+002
1.708633e+002	2.015510e+002
1.737336e+002	1.527558e+002
1.716834e+002	1.158518e+002
1.643026e+002	7.566750e+001
1.462607e+002	4.163386e+001
1.040262e+002	1.949148e+001
5.646106e+001	2.769236e+001
8.803444e+001	1.006802e+002
9.623532e+001	9.042909e+001
1.187877e+002	8.427843e+001
1.372397e+002	8.468847e+001
1.491310e+002	9.165922e+001
1.327292e+002	9.001904e+001
1.200179e+002	8.919896e+001
1.056663e+002	9.329940e+001
5.687110e+001	1.125715e+002
5.810123e+001	1.281531e+002
5.564097e+001	1.420946e+002
4.703005e+001	1.523457e+002
4.990035e+001	1.679274e+002
5.318070e+001	1.646470e+002
6.507198e+001	1.712077e+002
7.573312e+001	1.654671e+002
9.049471e+001	1.699776e+002
9.623532e+001	1.535759e+002
8.680431e+001	1.449649e+002
8.393400e+001	1.281531e+002
8.639427e+001	1.113413e+002
2.330514e+001	1.164261e+002
3.185648e+001	1.082781e+002
3.964925e+001	1.064208e+002
4.620996e+001	1.080610e+002
5.564097e+001	1.166719e+002
4.826018e+001	1.203623e+002
4.005930e+001	1.215924e+002
3.185842e+001	1.215924e+002
9.828554e+001	1.129815e+002
1.073065e+002	1.047806e+002
1.164615e+002	1.024205e+002
1.276484e+002	1.029342e+002
1.347823e+002	1.100888e+002
1.274684e+002	1.165281e+002
1.173710e+002	1.176764e+002
1.077256e+002	1.160618e+002
5.195057e+001	1.954003e+002
6.794229e+001	1.900698e+002
7.573312e+001	1.925300e+002
8.393400e+001	1.892497e+002
1.134572e+002	1.929401e+002
9.705541e+001	1.958104e+002
8.188378e+001	1.970405e+002
7.081260e+001	1.970405e+002
5.974141e+001	1.966305e+002
7.040255e+001	2.093418e+002
8.885453e+001	2.097519e+002
1.118170e+002	1.929401e+002
9.090475e+001	1.962204e+002
7.819339e+001	1.974506e+002
6.630211e+001	1.970405e+002
5.277066e+001	1.958104e+002
